"country","x19jan","x19feb","x19mar","x19apr","x19may","x19jun","x19jul","x19aug","x19sep","x19oct","x19nov","x19dec","x20jan","x20feb","x20mar","x20apr","x20may","x20jun","x20jul","x20aug","x20sep","x20oct","x20nov","x20dec","x21jan","x21feb","x21mar","x21apr","x21may","x21jun","x21jul","x21aug","x21sep","x21oct","x21nov","x21dec","x22jan","x22feb"
"Croatia",167,140,154,178,158,151,138,154,157,186,188,196,180,157,170,147,149,181,182,202,171,195,178,203,179,163,255,217,107,164,185,186,99,199,187,182,155,-19
