"country","x19jan","x19feb","x19mar","x19apr","x19may","x19jun","x19jul","x19aug","x19sep","x19oct","x19nov","x19dec","x20jan","x20feb","x20mar","x20apr","x20may","x20jun","x20jul","x20aug","x20sep","x20oct","x20nov","x20dec","x21jan","x21feb","x21mar","x21apr","x21may","x21jun","x21jul","x21aug","x21sep","x21oct","x21nov","x21dec","x22jan","x22feb"
"Belgium",1450,1140,900,307,326,190,442,556,1899,1774,2001,1874,1853,1683,1708,998,703,1123,1211,1128,1093,1499,1707,2239,2880,2034,1568,1443,1139,914,871,1028,814,517,1480,1553,975,176
